method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,gsplat_cfg_file_path,plot_series,depth_lambda_jitter
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.46109962463379,0.33550846576690674,0.5824333429336548,1000000,0.01881927065551281,0.6934566497802734,,,0.38180526670811626,0.33198497014828765,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000,0.7308,0.098078,100,7.817163,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt,0.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.01,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.30008888244629,0.3359870910644531,0.5828616619110107,1000000,0.018658583983778954,0.6825752258300781,,,0.37877861751682806,0.3322134494594521,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000,0.7308,0.098078,100,7.817163,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000_val_step14999.json,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/config.json,vggt,0.01
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.1,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.307310104370117,0.3331283926963806,0.5825812220573425,1000000,0.01813666708767414,0.6777136325836182,,,0.38051297255659194,0.3313247151859247,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.7308,0.098078,100,7.817163,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/config.json,vggt,0.1
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,1.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.426652908325195,0.33397990465164185,0.5822477340698242,1000000,0.018290014937520027,0.6724445223808289,,,0.3820023776030215,0.3315611484795493,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000,0.7308,0.098078,100,7.817163,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000_val_step14999.json,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/config.json,vggt,1.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,10.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.492755889892578,0.3481307625770569,0.580627977848053,1000000,0.019748060032725334,0.7485190629959106,,,0.3735441835457974,0.3366230374131368,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000,0.7308,0.098078,100,7.817163,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000_val_step14999.json,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000/stats/config.json,vggt,10.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,21.232662200927734,0.15592406690120697,0.5311336517333984,1000000,0.0047913966700434685,0.15866483747959137,,,0.5139852473881432,0.28273038876530304,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000,0.2827,0.025851,100,4.144792,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt,0.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.01,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,21.541500091552734,0.15501978993415833,0.5701769590377808,1000000,0.004626874811947346,0.15863138437271118,,,0.5430950066964295,0.27254694299736115,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000,0.2827,0.025851,100,4.144792,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000,,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/config.json,vggt,0.01
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.1,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,21.765769958496094,0.1491365134716034,0.5798761248588562,1000000,0.004808013327419758,0.1556662768125534,,,0.556551831313896,0.2679884541707493,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.2827,0.025851,100,4.144792,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/config.json,vggt,0.1
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,1.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,21.57996368408203,0.15293876826763153,0.5619239211082458,1000000,0.004612863529473543,0.16253431141376495,,,0.5402655387521177,0.273920742926311,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000,0.2827,0.025851,100,4.144792,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000,,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/config.json,vggt,1.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,10.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,21.167211532592773,0.1584462821483612,0.5278574824333191,1000000,0.004685026593506336,0.17056521773338318,,,0.5093003865028837,0.28440527358010825,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000,0.2827,0.025851,100,4.144792,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000,,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_poseopt_depthcloser_dl10_confdisabled_steps15000/stats/config.json,vggt,10.0
