choice,num_images,rre,rte,psnr,lpips,ssim,num_aligned
COLMAP,10,10.9378,0.183862,10.203524589538574,0.835077702999115,0.2639256715774536,4
COLMAP,20,0.3653,0.010147,12.657774925231934,0.5720204710960388,0.36473900079727173,9
COLMAP,30,5.0799,0.503901,12.956140518188477,0.6936205625534058,0.40043017268180847,14
COLMAP,40,1.264,0.122388,16.021272659301758,0.47918105125427246,0.5187664031982422,34
COLMAP,50,0.2274,0.036933,19.56189727783203,0.3011001944541931,0.6085438132286072,50
COLMAP,60,0.2129,0.012431,20.666831970214844,0.2531079649925232,0.6391506195068359,60
COLMAP,70,0.2295,0.012152,20.396320343017578,0.2565770745277405,0.6297097206115723,70
COLMAP,80,0.2543,0.014815,20.760934829711914,0.2436372935771942,0.6288368701934814,80
COLMAP,90,0.187,0.059543,21.677244186401367,0.22065772116184235,0.6703037619590759,90
COLMAP,100,0.1581,0.013152,22.422779083251953,0.20355287194252014,0.6968405842781067,100
VGGT,10,1.2121,0.105759,14.42611312866211,0.5631312131881714,0.43384119868278503,10
VGGT,20,0.8715,0.105606,16.017148971557617,0.48860669136047363,0.4894988238811493,20
VGGT,30,1.0012,0.109652,16.074045181274414,0.4852883815765381,0.49895143508911133,30
VGGT,40,0.891,0.103772,16.336158752441406,0.4692293703556061,0.5162447690963745,40
VGGT,50,0.8635,0.099994,16.56155014038086,0.45917990803718567,0.528039813041687,50
VGGT,60,0.8639,0.103497,16.860124588012695,0.4490773677825928,0.5395917892456055,60
VGGT,70,0.9346,0.110179,16.97511863708496,0.4453144669532776,0.5463118553161621,70
VGGT,80,0.9018,0.111718,17.383541107177734,0.43095341324806213,0.5610812306404114,80
VGGT,90,0.8837,0.108772,17.472976684570312,0.43290427327156067,0.5653639435768127,90
VGGT,100,0.7215,0.105749,17.731338500976562,0.4183982312679291,0.5749688744544983,100
